,name,day,time,statement,topics
1289,Raas at Ohio State,3,700,"To connect with students interested in performing Raas-Garba and compete with other collegiate teams around the nation, while creating long-...","{'Ethnic/Cultural', 'Creative and Performing Arts', 'Sports and Recreation', 'Columbus', 'Awareness/Activism'}"
1290,Raas in the 614,1,2100,Raas in the 614 is a new raas competition at The Ohio State University. We wish to promote the art form of Garba-Raas by competing on stage....,"{'Community Service/Service Learning', 'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1291,Radiology Ultrasound Community of Practice,3,700,"The mission of the Radiology Ultrasound Community of Practice is to increase the use, accessibility, and knowledge of clinician performed fo...","{'Academic/College', 'Special Interest', 'Columbus', 'Technology'}"
1292,Raising Issues & Taking Action,3,700,"A place for students to come together and bring issues out from under the rug by taking action to find better, beneficial, and reasonable so...","{'Columbus', 'Awareness/Activism'}"
1293,RallyCap Sports,3,700,"To create positive sports environments fostering social integration, healthy living, and greater self-confidence for children and young adul...","{'Columbus', 'Community Service/Service Learning', 'Sports and Recreation'}"
1294,Raney/Bowen/Busch/Halloran Community Council,1,1800,The purpose of the Busch Halloran Hall Council is to foster community within the Busch Halloran Complex and provide opportunities for engage...,"{'Governance Organizations', 'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Academic/College'}"
1295,Ratio Christi,2,1930,To train Christians in apologetics to defend the Christian worldview.,"{'Academic/College', 'Special Interest', 'Columbus', 'Religious/Spiritual'}"
1296,Reach Out Medical Student Mentors,5,1533,"Reach Out is a mentorship organization that pairs students at The Academy of Urban Scholars in Columbus, Ohio with mentors from The Ohio Sta...","{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1297,Real Estate Law Association,3,1200,"The purpose of the Real Estate Law Association (RELA) is to promote student interest and discussion at the cross-section of real estate law,...","{'Academic/College', 'Special Interest', 'Columbus'}"
1298,Recipe for Good,3,700,"Recipe for Good combines community service with cooking by serving the Columbus community and sharing new cooking skills, techniques, and re...","{'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
1299,Record Reviewers at Ohio State,3,700,The purpose of the Record Reviewers at Ohio State is to expand an individual's musical horizon by listening to and discussing one new album ...,"{'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
1300,Recreational Handball Club,3,700,Our purpose is to offer the game of handball to all students at the Ohio State University.  We will promote a fun and relaxed atmosphere tha...,"{'Columbus', 'Sports and Recreation'}"
1301,Redefining-Athletic-Standards,1,2000,Redefining Athletic Standards is a student organization that supports the Black Male Student-Athlete and strives to give athletes a voice. W...,"{'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1302,Refuge,4,1900,"To empower young adult New American (refugee, immigrant, asylee, etc) students and make higher level education more accessible through onlin...","{'Ethnic/Cultural', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
1303,Remote Area Medical at The Ohio State University,0,1700,We are a student organization located at The Ohio State University that is dedicated to addressing health care issues in communities for a b...,"{'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1304,"The Renewable Energy Club, a Student Chapter of the American Solar Energy Society, Inc.",3,700,Our goal is to accelerate equitable renewable energy adoption and universal sustainable living by educating and building community.,"{'Academic/College', 'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1305,Repower America,1,1800,The purpose of the Repower America student group is to raise Ohio State student awareness of climate and clean energy issues through activis...,"{'Columbus', 'Awareness/Activism'}"
1306,Research Interest Group,3,700,The Research Interest Group promotes medical student research by providing students with information and opportunities to participate in res...,"{'Academic/College', 'Special Interest', 'Columbus'}"
1307,Residence Halls Advisory Council,2,1900,The vision of the Residence Halls Advisory Council is to create the premier residence hall experience and environment for all undergraduate ...,"{'Community Service/Service Learning', 'Columbus', 'Governance Organizations', 'Awareness/Activism'}"
1308,The Rhetoric Society at The Ohio State University,3,700,"The Ohio State University chapter of Rhetoric Society of America is a community of rhetoricians, providing support for rhetorical scholarshi...","{'Community Service/Service Learning', 'Academic/College', 'Columbus', 'Awareness/Activism'}"
1309,Rho Chi Society Upsilon Chapter,3,700,"The purpose of the Upsilon Chapter shall be to promote intellectual excellence, leadership, fellowship, critical inquiry and high attainment...","{'Academic/College', 'Columbus', 'Honoraries/Honor Societies'}"
1310,Rhythm Games Club,1,1930,Our organization will help bring together students interested in rhythm games and organize competitive and casual events around these games.,"{'Special Interest', 'Columbus', 'Technology'}"
1311,Ride for World Health,3,2100,"Ride for World Health brings together medical students, physicians, activists, and community members to produce a global health education pr...","{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism', 'Sports and Recreation'}"
1312,The Ripple Effect,3,700,"As an organization, we plan to create a safe and casual community to connect students through fun, substance free activities that will foste...","{'Special Interest', 'Columbus', 'Awareness/Activism'}"
1313,RISE: The Black Wellness Alliance,3,700,"The purpose of this organization is to create a safe space for Black students to be open and reflective, while exploring various experiences...","{'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1314,Rising Up Strong,3,700,Rising Up Strong is committed to providing health and wellness education to youth with intellectual and developmental disabilities. Through ...,"{'Ethnic/Cultural', 'Sports and Recreation', 'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1315,The RNA Biology Student Organization,3,700,The purpose of this organization is to provide opportunities to bring together individuals in labs belonging to the Ohio State University Ce...,"{'Academic/College', 'Columbus'}"
1316,RobotWars at Ohio State,0,1500,We provide resources for teams to build robots and contend in racing and/or contact competition in collegiate robotic leagues outside of the...,"{'Special Interest', 'Columbus', 'Technology', 'Sports and Recreation'}"
1317,Rock Climbing Team at Ohio State,0,1200,To better our climbing abilities as a team and train our members to climb outdoors and compete in local and regional competitions if they ch...,"{'Special Interest', 'Columbus', 'Awareness/Activism', 'Sports and Recreation'}"
1318,Rock Music Club,4,1730,"The purpose of Rock Music Club shall be to cultivate discussion about rock music, spread overall awareness of the genre, and have an open fo...","{'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
1319,Roller and Inline Skating Club,3,700,Skate Club is dedicated to the support of the roller/inline skating community on campus by providing a safe and collaborative environment fo...,"{'Special Interest', 'Columbus', 'Sports and Recreation'}"
1320,Romanian Club at Ohio State,1,1800,We believe that it's important for students at OSU who are interested in Romanian culture to have a community that they can relate to. We wa...,"{'Academic/College', 'Ethnic/Cultural', 'Special Interest', 'Columbus'}"
1321,Romophos: A Sophomore Class Honorary,0,1700,"Romophos is an honorary organization founded on the principles of leadership, scholarship, and service.  Our purpose is to serve the communi...","{'Columbus', 'Honoraries/Honor Societies', 'Community Service/Service Learning'}"
1322,Rotaract Club,1,1900,Rotaract is a Rotary-sponsored service club for young men and women focused on local and international service and professional development.,"{'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
1323,Rover Team,3,700,To design and construct an efficient and competitive rover vehicle in order to compete in the international NASA racing competition. This ve...,"{'Academic/College', 'Special Interest', 'Columbus', 'Technology'}"
1324,Royalty at The Ohio State University,1,1700,"The purpose of Royalty is to elevate underrepresented minority women utilizing our three court principles: love, teach and inspire. We love ...","{'Ethnic/Cultural', 'Columbus', 'Community Service/Service Learning'}"
1325,RUACH - Cultural Israel Programing,3,1830,The purpose of RUACH is to promote Jewish celebrations and learning in the Ohio State Jewish community and to advance cultural discussion an...,"{'Columbus', 'Religious/Spiritual'}"
1326,The Rubik's Cube Club at Ohio State,3,1700,Purpose: To provide organization for a community of students interested in solving various twisty-puzzles (i.e. the Rubik’s Cube). The club ...,"{'Special Interest', 'Columbus'}"
1327,Rucking & Backpacking Club,6,830,"A group of people that like to strap on their rucks and put in some miles together. But, Ruck Club is much more than just miles under load. ...","{'Social Fraternities/Sororities', 'Special Interest', 'Columbus', 'Sports and Recreation'}"
1328,Running Club at The Ohio State University,3,700,The Running Club at The Ohio State University gathers students who enjoying running any distance from the 60 meter dash to marathons (not to...,"{'Columbus', 'Sports and Recreation'}"
1329,Russian Language and Culture Club,1,1900,"To create a community for students of Russian language and culture regardless of race or family history. To increase student engagement, inc...","{'Academic/College', 'Special Interest', 'Columbus', 'Ethnic/Cultural'}"
1330,Russian Student Association,4,1800,"To bring together Ohio State students who are interested in culture, history and traditions of the former Soviet Union countries, to promote...","{'Ethnic/Cultural', 'Creative and Performing Arts', 'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1331,SACNAS Chapter,3,700,"1)  To further the work of,  improve the effectiveness of, and enhance the public understanding of an appreciation for Hispanics, Chicanos, ...","{'Academic/College', 'Ethnic/Cultural', 'Columbus'}"
1332,Saddle and Sirloin Club,2,1930,The purpose of this organization shall be to stimulate interest in the animal and meat industries with the perpetuation of the traditions an...,"{'Academic/College', 'Columbus', 'Community Service/Service Learning'}"
1333,Safety Nets,3,2200,Maintaining mental health is more important in today's world than ever before. Our goal is to bring people together and offer a safe space t...,"{'Sports and Recreation', 'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1334,Saint Paul's Outreach Catholic Student Group,4,1945,"Our purpose is to build Catholic community by forming young men and women into disciples of Christ through a life of sacraments, prayer, scr...","{'Special Interest', 'Columbus', 'Religious/Spiritual'}"
1335,Saint Thomas More Society,3,700,Society of Catholic law students for the promotion of spiritual growth and moral leadership.,"{'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Religious/Spiritual'}"
1336,Salsa Club,1,1900,"The purpose of this club is to create student interest and participation in salsa and other Latin dances, to create awareness of this aspect...","{'Ethnic/Cultural', 'Columbus', 'Creative and Performing Arts', 'Sports and Recreation'}"
1337,SAMP Connect,3,2200,To enhance the undergraduate experience for The Ohio State University School of Allied Medical Professions students by providing an extracur...,"{'Academic/College', 'Columbus'}"
1338,Sankalpa,3,700,"Sankalpa is a student movement started in Columbus, Ohio mostly by students of The Ohio State University. 

The aim of Sankalpa is to undert...","{'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1339,Saudi Students Organization,3,700,Our purpose is to facilitate the development of social support networks among Saudi students attending OSU and/or other institutions in the ...,"{'Ethnic/Cultural', 'Columbus'}"
1340,Save the Children at The Ohio State University,3,700,"Save the Children's chapter will work to provide children in the U.S. and around the world the chance to grow up healthy, educated, and safe...","{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1341,Scarlet and Grace Notes,0,1900,Scarlet and Grace Notes is an entirely student-run a cappella group that strives to practice and perform a wide range of music for the stude...,"{'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
1342,Scarlet and Gray (Taylor's Version),3,700,Scarlet and Gray (Taylor’s Version) brings Swifties together to share in their love of all things Taylor Swift.,"{'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
1343,Scarlet and Gray Anime,3,700,"To foster an appreciation of Japanese popular culture through showings of Japanese animated films (""Anime"") and related popular media.","{'Special Interest', 'Ethnic/Cultural', 'Columbus', 'Creative and Performing Arts'}"
1344,Scarlet and Gray Campus Weather Forecasting Team,5,1800,We strive to help our members gain valuable experience by creating weather forecasts for the campus. This allows members to strengthen knowl...,"{'Academic/College', 'Special Interest', 'Columbus', 'Technology'}"
1345,Scarlet and Gray Sports Radio,2,1715,"Mission Statement: Scarlet and Gray Sports Radio Department

The mission of Ohio State Student Sports Radio is to create beneficial opportun...","{'Journalism', 'Sports and Recreation', 'Columbus', 'Media', 'Technology', 'and Creative Writing'}"
1346,Scarlet and Grey Fitness Club,3,700,Our club’s mission is to give its members the opportunity to actively track physical progress and consistency.,"{'Journalism', 'Sports and Recreation', 'Special Interest', 'Columbus', 'Media', 'and Creative Writing'}"
1347,Scarlet Fever,2,1900,Scarlet Fever was created to provide a low-key outlet for a cappella musical expression.  It exists to provide the chance for students to ge...,"{'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
1348,Scarlet Script,2,1900,"Creating the opportunity to develop experiences with choral and dance performances, providing quality entertainment to the students and staf...","{'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
1349,Scarlette Magazine,3,1730,"Showcase Ohio State University's individuality through fashion, art, and words. Inspire our readers and deliver new perspectives of the fash...","{'Creative and Performing Arts', 'Journalism', 'Special Interest', 'Columbus', 'Media', 'and Creative Writing'}"
1350,The School Funding Project,0,1800,The School Funding Project is an organization dedicated to the passage of a Constitutional plan to finance Ohio schools and education.  To t...,"{'Columbus', 'Awareness/Activism'}"
1351,School of Communication Graduate Student Organization,3,700,The purpose of the School of Communication Graduate Student Organization is to support the academic and professional development goals of gr...,"{'Academic/College', 'Special Interest', 'Columbus'}"
1352,School of Earth Sciences Graduate Student Club,4,1630,The purpose of this organization is to foster a positive and productive School of Earth Sciences (SES) graduate student experience by provid...,"{'Academic/College', 'Columbus', 'Governance Organizations'}"
1353,Schottenstein Student Center,0,1900,"Schottenstein Student Center is a Jewish student organization that caters to all students regardless of background, affiliation or level of ...","{'Ethnic/Cultural', 'Columbus', 'Awareness/Activism', 'Religious/Spiritual'}"
1354,SciAccess Zenith Mentorship Program,1,1730,"Our organization provides virtual mentorship for blind and low vision (BLV) students (grades 8-12) from Ohio, across the country, and around...","{'Academic/College', 'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1355,Science and Engineering Business Club,3,700,The Science and Engineering Business Club (SEBC) is a student organization dedicated to connecting students from technical backgrounds to op...,"{'Academic/College', 'Columbus', 'Technology'}"
1356,Science Olympiad at The Ohio State University,3,700,We are a group of people who are passionate about Science Olympiad and want to continue our journey with this brilliant organization. Our in...,"{'Academic/College', 'Columbus', 'Creative and Performing Arts', 'Technology'}"
1357,Scientific Thinkers Student Organization,2,1330,"Scientific Thinkers serves as outreach to elementary schools within Columbus, OH, for the advancement and support of first generation and un...","{'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
1358,Scrabble Club,5,1730,to provide an evironment for OSU students to play Scrabble games and socialize on a regular basis,"{'Columbus', 'Sports and Recreation'}"
1359,sdfsdf,5,1900,"asdfasd;fajlksdf

adfasdfs
afasd","{'Ethnic/Cultural', 'Creative and Performing Arts', 'Community Service/Service Learning', 'Columbus', 'Religious/Spiritual'}"
1360,Secular Student Alliance at The Ohio State University,3,1930,The object of this Society shall be to provide for secular students an open and supportive forum for topics important to the secular communi...,"{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism', 'Religious/Spiritual'}"
1361,Security & Intelligence Club,3,1900,To promote the study and practice of security and intelligence techniques in the governmental and private sectors through civil discussion o...,"{'Academic/College', 'Special Interest', 'Columbus'}"
1362,"Service, Education, and Activism in Dentistry",4,1800,The purpose of SEAD shall be to aid the effort of increasing the number of minority and underrepresented individuals that have the ability t...,"{'Ethnic/Cultural', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
1363,SERVitecture,3,700,It shall be the purpose of SERVitecture to encourage and promote Knowlton School of Architecture student and faculty involvement through com...,"{'Academic/College', 'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
1364,The Sexual Health and Reproductive Education Organization,3,700,"To advocate for and promote comprehensive, inclusive, and medically accurate sexual health education for students in grades K-12, The Ohio S...","{'Community Service/Service Learning', 'Special Interest', 'Columbus', 'Awareness/Activism'}"
1365,SHADES (Buckeye Chapter),3,1200,"SHADES is dedicated to fostering connections among Same-Gender Loving (SGL), Lesbian, Gay, Bisexual, Trans*, Queer/Questioning (LGBTQ), and ...","{'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1366,Shades Of Animal Sciences,4,1730,It shall be the purpose of Shades of Animal Sciences to serve as a meeting place for the diverse paths of Animal Sciences and as a casual co...,"{'Academic/College', 'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
1367,She's The First at Ohio State,4,3027,"We are The Ohio State University chapter of She's The First, a not-for profit organization that sponsors girls' education in low-income coun...","{'Community Service/Service Learning', 'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1368,SHEROS at The Ohio State University,0,1800,The purpose of this organization is to provide a safe space where female student-athletes can learn and develop the essential skills that wi...,"{'Community Service/Service Learning', 'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1369,Shoresh,5,1830,The Messianic Fellowship is a student organization that is designed to meet the spiritual needs of the Ohio State University campus.,"{'Columbus', 'Religious/Spiritual'}"
1370,"SHRED ED (Support, Heal, Recover, Encourage, & Defeat Eating Disorders)",4,1700,"Support groups are vital for recovery and encouragement. No matter what range of the eating disorder spectrum, all people are welcome. Wheth...","{'Special Interest', 'Columbus', 'Awareness/Activism'}"
1371,SIAM Student Chapter,3,3000,"To meet the needs of students interested in finding out how math can cross multiple disciplines, departments, and careers.","{'Academic/College', 'Special Interest', 'Columbus'}"
1372,The Sierra Student Coalition,3,1930,"The Sierra Student Coalition works to bring the mission of the Sierra Club, ""Explore, Enjoy, and Protect the Planet,"" to our campus. To achi...","{'Community Service/Service Learning', 'Special Interest', 'Columbus', 'Awareness/Activism'}"
1373,Sigma Alpha,1,1900,The objective of this sorority shall be to promote its members in all facets of agriculture and to strengthen the bonds of friendship among ...,"{'Academic/College', 'Columbus'}"
1374,Sigma Alpha Epsilon,1,1900,"The mission of Sigma Alpha Epsilon is to promote the highest standards of friendship, scholarship, and service for our members based upon th...","{'Social Fraternities/Sororities', 'Sports and Recreation', 'Community Service/Service Learning', 'Columbus', 'Academic/College'}"
1375,Sigma Alpha Iota,5,800,"TO FORM chapters of women college students and alumnae who have a sincere interest in music. 
TO UPHOLD the highest standards of music. 
TO ...","{'Special Interest', 'Columbus', 'Creative and Performing Arts', 'Community Service/Service Learning'}"
1376,Sigma Chi Fraternity,0,1700,"The spirit of Sigma Chi, as conceived by the Founders more than 100 years ago yet visible and alive today, is based on the theory that frien...","{'Social Fraternities/Sororities', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Religious/Spiritual'}"
1377,Sigma Delta Pi National Collegiate Hispanic Honor Society,3,700,"The purposes of this society are:

1. To honor those who attain excellence in the study of the Spanish language and in the study of the lite...","{'Academic/College', 'Ethnic/Cultural', 'Columbus', 'Honoraries/Honor Societies'}"
1378,Sigma Epsilon Phi - The Orthodox Students of The Ohio State University,4,1830,"Sigma Epsilon Phi is a co-ed social ""fratority"" that promotes the principles of brotherhood and sisterhood in order to create an outlet for ...","{'Religious/Spiritual', 'Ethnic/Cultural', 'Columbus', 'Community Service/Service Learning'}"
1379,"Sigma Gamma Rho Sorority Inc., Delta Phi Chapter",1,1800,"Sigma Gamma Rho Sorority's aim is to enhance the quality of life within the community. Public service, leadership development and education ...","{'Social Fraternities/Sororities', 'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1380,Sigma Gamma Tau Aerospace Engineering Honorary,3,700,Sigma Gamma Tau is established to recognize and honor those individuals in the field of aeronautics and astronautics who have through schola...,"{'Academic/College', 'Columbus', 'Honoraries/Honor Societies'}"
1381,Sigma Lambda Gamma National Sorority Inc.,3,700,The purpose of Sigma Lambda Gamma sorority shall be primarily one of promoting standards of excellence in morality ethics and education. Fur...,"{'Social Fraternities/Sororities', 'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1382,Sigma Phi Epsilon Fraternity,3,700,"Sigma Phi Epsilon is not a typical fraternity. Our brothers are leaders, athletes, scholars, and gentlemen on campus and in the community. W...","{'Social Fraternities/Sororities', 'Academic/College', 'Columbus', 'Community Service/Service Learning'}"
1383,Sigma Phi Lambda,1,1930,Sigma Phi Lambda (SF?) is a Christian sorority that strives to glorify God by providing a source of fellowship for college women who sincere...,"{'Social Fraternities/Sororities', 'Community Service/Service Learning', 'Columbus', 'Religious/Spiritual'}"
1384,Sigma Pi Sigma: The Physics Honor Society,2,1800,Sigma Pi Sigma exists to honor outstanding scholarship in physics; to encourage interest in physics among all students; to promote an attitu...,"{'Academic/College', 'Columbus', 'Honoraries/Honor Societies'}"
1385,Sigma Tau Gamma,0,1830,To build generations of noble men.,"{'Social Fraternities/Sororities', 'Sports and Recreation', 'Community Service/Service Learning', 'Columbus', 'Academic/College'}"
1386,Sikh Student Association,3,700,"Sikh Student Association is a student-based organization, whose mission is to inform both Sikhs and non-Sikhs on campus about Sikh ideologie...","{'Ethnic/Cultural', 'Columbus', 'Awareness/Activism', 'Religious/Spiritual'}"
1387,Sikha,3,700,We are a non-profit organization dedicated to promoting equal STEM opportunities and career guidance for students everywhere.,"{'Academic/College', 'Columbus', 'Community Service/Service Learning'}"
1388,Silver Wings - Colonel Francis J. McGouldrick Chapter,4,1800,"Silver Wings (SW) is a national, co-ed, professional organization dedicated to creating proactive, knowledgeable, and effective civic leader...","{'Special Interest', 'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1389,Simply Green,4,1730,The purpose for this club is to create a larger awareness on composting and sustainability at an individual and larger level. This includes ...,"{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1390,Singapore Student Association,5,2939,We aim to cultivate an understanding of the Singaporean culture among the OSU population by partaking in university events like the Fall and...,"{'Ethnic/Cultural', 'Columbus'}"
1391,The Sister Accord at The Ohio State University,3,700,"The goals of the Sister Accord are:

1. to educate women for career success
 Through workshops and biweekly meetings
2. foster the POWER o...","{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1392,SKY at The Ohio State University,1,1800,Our purpose is to see every Buckeye smile! SKY @ OSU is dedicated to creating a stress-free zone for students of all backgrounds!   We sprea...,"{'Sports and Recreation', 'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1393,SKY Engineering,1,1700,"To promote mental wellness practices including breathwork, meditation, and yoga within the College of Engineering. To reach out to engineeri...","{'Special Interest', 'Columbus', 'Awareness/Activism', 'Sports and Recreation'}"
1394,Sky Sports Club at The Ohio State University,2,1800,"Sky Sports Club at the Ohio State University strives to provide unique opportunities for students who want to participate in skydiving, zipl...","{'Special Interest', 'Columbus', 'Sports and Recreation'}"
1395,Slavic and East European Literature and Culture Forum,3,700,This organization promotes scholarship on topics pertaining to Slavic and East European literature and culture and strives to advance schola...,"{'Special Interest', 'Academic/College', 'Ethnic/Cultural', 'Columbus'}"
1396,Smacquetball Club,3,700,We want to spread the fun of racquetball in an accepting community for beginners/extreme beginners. Our meetings would consist of racquetbal...,"{'Special Interest', 'Columbus', 'Sports and Recreation'}"
1397,Small Business Support Club,3,700,The Small Business Club at OSU is a social club designed to connect people from different walks of life while enjoying and appreciating the ...,"{'Special Interest', 'Columbus', 'Awareness/Activism'}"
1398,Smart Campus Organization,3,1730,"The mission of the Smart Campus Organization is “Smart Campus is a student-driven, multidisciplinary organization that develops innovative s...","{'Academic/College', 'Columbus', 'Technology'}"
1399,Smiles for Schools,3,700,Smiles for Schools is a non-profit organization consisting of dental professional students from The Ohio State University College of Dentist...,"{'Academic/College', 'Columbus', 'Community Service/Service Learning'}"
1400,Smiles With Style,0,3270,Smiles with Style is a nonprofit organization that serves to alleviate the stress and apprehension children with chronic diseases and their ...,"{'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
1401,Smith-Steeb Community Council (Board of Activities for Smith-Steeb),1,1800,Our purpose is to incorporate the four pillars of Residence Life into continued programming so that students may grow in a community that th...,"{'Creative and Performing Arts', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
1402,Sneaker Club,3,700,"The purpose of this organization is to provide a safe, trusted marketplace for students to buy/sell/trade/learn about sneakers.","{'Special Interest', 'Columbus', 'Community Service/Service Learning'}"
1403,Snehalaya at The Ohio State University,4,1830,Snehalaya (which means Home of Love in Hindi) is an Indian-based organization that provides relief to the country’s most marginalized groups...,"{'Community Service/Service Learning', 'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1404,The Soccer Indoor Club at The Ohio State University,2,2000,The Sport Club program is designed to serve individual interests in different sports and recreational activities. Participation in the progr...,"{'Columbus', 'Sports and Recreation'}"
1405,Social Behavior Interest Group,4,1600,Social Behavior Interest Group (SBIG)’s goal is to broadly disseminate the latest social psychological research from across the nation to th...,"{'Academic/College', 'Special Interest', 'Columbus'}"
1406,Social Cognition Research Group,3,700,The purpose of the organization shall be to serve as a dissemination point for current research in the area of social cognition. In addition...,"{'Academic/College', 'Columbus'}"
1407,The Social Enterprise Cohort,3,700,"To unite passionate students in their diverse endeavors in having a meaningful social impact through a selective cohort. In this cohort, mem...","{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1408,Social Market at Ohio State,3,1800,The primary focus of this organization is to develop different ways to utilize social media to market local businesses in Ohio. Within the o...,"{'Creative and Performing Arts', 'Journalism', 'Community Service/Service Learning', 'Columbus', 'Media', 'and Creative Writing'}"
1409,Social Media Society,3,700,"The purposes of the Social Media Society are to cultivate, continue interest, and provide information on new media and technology. Our inter...","{'Media', 'Columbus', 'Journalism', 'and Creative Writing'}"
1410,Social Tanning Club at Ohio State,3,700,The Ohio State Social Tanning Club is a Social Networking club focused on building relationships while sharing a common interest of tanning ...,"{'Academic/College', 'Special Interest', 'Columbus', 'Sports and Recreation'}"
1411,Society for Artificial Intelligence and The Law,3,700,The Society for Artificial Intelligence and The Law seeks to raise students awareness of legal issues surrounding A.I.,"{'Academic/College', 'Columbus', 'Technology'}"
1412,Society for Artificial Intelligence and The Law,3,700,The technology of Artificial Intelligence is making an increasing impact on the legal profession. This society seeks to investigate the futu...,"{'Academic/College', 'Columbus', 'Technology'}"
1413,Society for Biological Engineering,3,700,"Connecting people...

With the launch of the Society for Biological Engineering, AIChE endeavors to be the professional association of choic...","{'Academic/College', 'Columbus', 'Technology'}"
1414,Society for Ecological Restoration at The Ohio State University,3,700,Our mission is to enhance ecosystem functioning within the central Ohio landscape by promoting the return of ecosystems to a more natural st...,"{'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
1415,Society for Kant and German Idealism,3,700,"We aim to provide a platform that grants both graduate and undergraduate students the opportunity to further participate in an academic, int...","{'Academic/College', 'Special Interest', 'Columbus'}"
1416,Society for Mathematical Logic and Foundational Studies,5,1415,The purpose of The Society for Mathematical Logic and Foundational Studies is to create a forum for dialogue amongst graduate students on th...,"{'Academic/College', 'Special Interest', 'Columbus'}"
1417,Society for Philosophy of Science,1,1300,The purpose of the Society for Philosophy of Science is to create a forum for discussing issues in philosophy of science. Philosophy of scie...,"{'Academic/College', 'Columbus'}"
1418,Society for the History of Analytic Philosophy,1,1600,The purpose of the Society for the History of Analytic Philosophy is to create a forum for discussing issues salient in the fertile period o...,"{'Academic/College', 'Columbus'}"
1419,Society for the History of Modern Philosophy,3,700,Our purpose is to develop our knowledge of the philosophy of the modern period.,"{'Academic/College', 'Columbus'}"
1420,Society for Women in Physics,3,700,"The purpose of the SWiP is to promote involvement of, career and academic development for, and sense of community among the graduate and und...","{'Academic/College', 'Special Interest', 'Columbus', 'Awareness/Activism'}"
1421,Society of Asian Scientists and Engineers,4,1800,"SASE’s mission is to prepare students for success in the transnational, global business world. We promote diversity and tolerance on campuse...","{'Academic/College', 'Ethnic/Cultural', 'Columbus', 'Community Service/Service Learning'}"
1422,The Society of Environmental Engineers,3,3100,The Society of Environmental Engineers is a professional organization committed to bringing together students with a common interest in envi...,"{'Community Service/Service Learning', 'Academic/College', 'Columbus', 'Awareness/Activism'}"
1423,Society of Ethical Engineers,2,1900,"The Society of Ethical Engineers is the only ethics-based engineering organization at Ohio State. SEE is a network of honest, driven, and re...","{'Academic/College', 'Special Interest', 'Columbus'}"
1424,Society of Film Enthusiasts,1,1900,We aim to provide students interested in film and cinema as an art form an opportunity to meet and discuss cinema with like-minded individua...,"{'Columbus', 'Creative and Performing Arts'}"
1425,Society of Hispanic Professional Engineers,3,700,"The Society of Hispanic Professional Engineers was founded in 1974 in Los Angeles, California by a group of engineers who made it their obje...","{'Academic/College', 'Ethnic/Cultural', 'Columbus', 'Community Service/Service Learning'}"
1426,Society of Petroleum Engineers,2,1830,The purpose of the Society of Petroleum Engineers (SPE) chapter at The Ohio State University is to educate its members in the oil and gas in...,"{'Academic/College', 'Special Interest', 'Columbus', 'Technology'}"
